 time           v(VOUT1)      
 2.8225000e-05  1.1862069e+00 
 2.8275000e-05  1.1862069e+00 
 2.8325000e-05  1.1862069e+00 
 2.8375000e-05  1.1862069e+00 
 2.8425000e-05  1.1862069e+00 
 2.8475000e-05  1.1862069e+00 
 2.8525000e-05  1.1862069e+00 
 2.8575000e-05  1.1862069e+00 
 2.8625000e-05  1.1862069e+00 
 2.8675000e-05  1.1862069e+00 
 2.8725000e-05  1.1862069e+00 
 2.8775000e-05  1.1862069e+00 
 2.8825000e-05  1.1862069e+00 
 2.8875000e-05  1.1862069e+00 
 2.8925000e-05  1.1862069e+00 
 2.8975000e-05  1.1862069e+00 
 2.9025000e-05  1.1862069e+00 
 2.9075000e-05  1.1862069e+00 
 2.9125000e-05  1.1862069e+00 
 2.9175000e-05  1.1862069e+00 
 2.9225000e-05  1.1862069e+00 
 2.9275000e-05  1.1862069e+00 
 2.9325000e-05  1.1862069e+00 
 2.9375000e-05  1.1862069e+00 
 2.9425000e-05  1.1862069e+00 
 2.9475000e-05  1.1862069e+00 
 2.9525000e-05  1.1862069e+00 
 2.9575000e-05  1.1862069e+00 
 2.9625000e-05  1.1862069e+00 
 2.9675000e-05  1.1862069e+00 
 2.9725000e-05  1.1862069e+00 
 2.9775000e-05  1.1862069e+00 
 2.9825000e-05  1.1862069e+00 
 2.9875000e-05  1.1862069e+00 
 2.9925000e-05  1.1862069e+00 
 2.9975000e-05  1.1862069e+00 
 3.0000000e-05  1.1862069e+00 
