 time        v(VOUT1)    time        v(VIN1)    
 8.0120e-08  1.2000e+00  8.0120e-08  5.5000e-01 
 8.0220e-08  1.2000e+00  8.0220e-08  5.5000e-01 
 8.0320e-08  1.2000e+00  8.0320e-08  5.5000e-01 
 8.0420e-08  1.2000e+00  8.0420e-08  5.5000e-01 
 8.0520e-08  1.2000e+00  8.0520e-08  5.5000e-01 
 8.0620e-08  1.2000e+00  8.0620e-08  5.5000e-01 
 8.0720e-08  1.2000e+00  8.0720e-08  5.5000e-01 
 8.0820e-08  1.2000e+00  8.0820e-08  5.5000e-01 
 8.0920e-08  1.2000e+00  8.0920e-08  5.5000e-01 
 8.1020e-08  1.2000e+00  8.1020e-08  5.5000e-01 
 8.1120e-08  1.2000e+00  8.1120e-08  5.5000e-01 
 8.1220e-08  1.2000e+00  8.1220e-08  5.5000e-01 
 8.1320e-08  1.2000e+00  8.1320e-08  5.5000e-01 
 8.1420e-08  1.2000e+00  8.1420e-08  5.5000e-01 
 8.1520e-08  1.2000e+00  8.1520e-08  5.5000e-01 
 8.1620e-08  1.2000e+00  8.1620e-08  5.5000e-01 
 8.1720e-08  1.2000e+00  8.1720e-08  5.5000e-01 
 8.1820e-08  1.2000e+00  8.1820e-08  5.5000e-01 
 8.1920e-08  1.2000e+00  8.1920e-08  5.5000e-01 
 8.2020e-08  1.2000e+00  8.2020e-08  5.5000e-01 
 8.2120e-08  1.2000e+00  8.2120e-08  5.5000e-01 
 8.2220e-08  1.2000e+00  8.2220e-08  5.5000e-01 
 8.2320e-08  1.2000e+00  8.2320e-08  5.5000e-01 
 8.2420e-08  1.2000e+00  8.2420e-08  5.5000e-01 
 8.2520e-08  1.2000e+00  8.2520e-08  5.5000e-01 
 8.2620e-08  1.2000e+00  8.2620e-08  5.5000e-01 
 8.2720e-08  1.2000e+00  8.2720e-08  5.5000e-01 
 8.2820e-08  1.2000e+00  8.2820e-08  5.5000e-01 
 8.2920e-08  1.2000e+00  8.2920e-08  5.5000e-01 
 8.3020e-08  1.2000e+00  8.3020e-08  5.5000e-01 
 8.3120e-08  1.2000e+00  8.3120e-08  5.5000e-01 
 8.3220e-08  1.2000e+00  8.3220e-08  5.5000e-01 
 8.3320e-08  1.2000e+00  8.3320e-08  5.5000e-01 
 8.3420e-08  1.2000e+00  8.3420e-08  5.5000e-01 
 8.3520e-08  1.2000e+00  8.3520e-08  5.5000e-01 
 8.3620e-08  1.2000e+00  8.3620e-08  5.5000e-01 
 8.3720e-08  1.2000e+00  8.3720e-08  5.5000e-01 
 8.3820e-08  1.2000e+00  8.3820e-08  5.5000e-01 
 8.3920e-08  1.2000e+00  8.3920e-08  5.5000e-01 
 8.4020e-08  1.2000e+00  8.4020e-08  5.5000e-01 
 8.4120e-08  1.2000e+00  8.4120e-08  5.5000e-01 
 8.4220e-08  1.2000e+00  8.4220e-08  5.5000e-01 
 8.4320e-08  1.2000e+00  8.4320e-08  5.5000e-01 
 8.4420e-08  1.2000e+00  8.4420e-08  5.5000e-01 
 8.4520e-08  1.2000e+00  8.4520e-08  5.5000e-01 
 8.4620e-08  1.2000e+00  8.4620e-08  5.5000e-01 
 8.4720e-08  1.2000e+00  8.4720e-08  5.5000e-01 
 8.4820e-08  1.2000e+00  8.4820e-08  5.5000e-01 
 8.4920e-08  1.2000e+00  8.4920e-08  5.5000e-01 
 8.5020e-08  1.2000e+00  8.5020e-08  5.5000e-01 
 8.5120e-08  1.2000e+00  8.5120e-08  5.5000e-01 
 8.5220e-08  1.2000e+00  8.5220e-08  5.5000e-01 
 8.5320e-08  1.2000e+00  8.5320e-08  5.5000e-01 
 8.5420e-08  1.2000e+00  8.5420e-08  5.5000e-01 
 8.5520e-08  1.2000e+00  8.5520e-08  5.5000e-01 
 8.5620e-08  1.2000e+00  8.5620e-08  5.5000e-01 
 8.5720e-08  1.2000e+00  8.5720e-08  5.5000e-01 
 8.5820e-08  1.2000e+00  8.5820e-08  5.5000e-01 
 8.5920e-08  1.2000e+00  8.5920e-08  5.5000e-01 
 8.6020e-08  1.2000e+00  8.6020e-08  5.5000e-01 
 8.6120e-08  1.2000e+00  8.6120e-08  5.5000e-01 
 8.6220e-08  1.2000e+00  8.6220e-08  5.5000e-01 
 8.6320e-08  1.2000e+00  8.6320e-08  5.5000e-01 
 8.6420e-08  1.2000e+00  8.6420e-08  5.5000e-01 
 8.6520e-08  1.2000e+00  8.6520e-08  5.5000e-01 
 8.6620e-08  1.2000e+00  8.6620e-08  5.5000e-01 
 8.6720e-08  1.2000e+00  8.6720e-08  5.5000e-01 
 8.6820e-08  1.2000e+00  8.6820e-08  5.5000e-01 
 8.6920e-08  1.2000e+00  8.6920e-08  5.5000e-01 
 8.7020e-08  1.2000e+00  8.7020e-08  5.5000e-01 
 8.7120e-08  1.2000e+00  8.7120e-08  5.5000e-01 
 8.7220e-08  1.2000e+00  8.7220e-08  5.5000e-01 
 8.7320e-08  1.2000e+00  8.7320e-08  5.5000e-01 
 8.7420e-08  1.2000e+00  8.7420e-08  5.5000e-01 
 8.7520e-08  1.2000e+00  8.7520e-08  5.5000e-01 
 8.7620e-08  1.2000e+00  8.7620e-08  5.5000e-01 
 8.7720e-08  1.2000e+00  8.7720e-08  5.5000e-01 
 8.7820e-08  1.2000e+00  8.7820e-08  5.5000e-01 
 8.7920e-08  1.2000e+00  8.7920e-08  5.5000e-01 
 8.8020e-08  1.2000e+00  8.8020e-08  5.5000e-01 
 8.8120e-08  1.2000e+00  8.8120e-08  5.5000e-01 
 8.8220e-08  1.2000e+00  8.8220e-08  5.5000e-01 
 8.8320e-08  1.2000e+00  8.8320e-08  5.5000e-01 
 8.8420e-08  1.2000e+00  8.8420e-08  5.5000e-01 
 8.8520e-08  1.2000e+00  8.8520e-08  5.5000e-01 
 8.8620e-08  1.2000e+00  8.8620e-08  5.5000e-01 
 8.8720e-08  1.2000e+00  8.8720e-08  5.5000e-01 
 8.8820e-08  1.2000e+00  8.8820e-08  5.5000e-01 
 8.8920e-08  1.2000e+00  8.8920e-08  5.5000e-01 
 8.9020e-08  1.2000e+00  8.9020e-08  5.5000e-01 
 8.9120e-08  1.2000e+00  8.9120e-08  5.5000e-01 
 8.9220e-08  1.2000e+00  8.9220e-08  5.5000e-01 
 8.9320e-08  1.2000e+00  8.9320e-08  5.5000e-01 
 8.9420e-08  1.2000e+00  8.9420e-08  5.5000e-01 
 8.9520e-08  1.2000e+00  8.9520e-08  5.5000e-01 
 8.9620e-08  1.2000e+00  8.9620e-08  5.5000e-01 
 8.9720e-08  1.2000e+00  8.9720e-08  5.5000e-01 
 8.9820e-08  1.2000e+00  8.9820e-08  5.5000e-01 
 8.9920e-08  1.2000e+00  8.9920e-08  5.5000e-01 
 9.0020e-08  1.2000e+00  9.0020e-08  5.5000e-01 
 9.0120e-08  1.2000e+00  9.0120e-08  5.5000e-01 
 9.0220e-08  1.2000e+00  9.0220e-08  5.5000e-01 
 9.0320e-08  1.2000e+00  9.0320e-08  5.5000e-01 
 9.0420e-08  1.2000e+00  9.0420e-08  5.5000e-01 
 9.0520e-08  1.2000e+00  9.0520e-08  5.5000e-01 
 9.0620e-08  1.2000e+00  9.0620e-08  5.5000e-01 
 9.0720e-08  1.2000e+00  9.0720e-08  5.5000e-01 
 9.0820e-08  1.2000e+00  9.0820e-08  5.5000e-01 
 9.0920e-08  1.2000e+00  9.0920e-08  5.5000e-01 
 9.1020e-08  1.2000e+00  9.1020e-08  5.5000e-01 
 9.1120e-08  1.2000e+00  9.1120e-08  5.5000e-01 
 9.1220e-08  1.2000e+00  9.1220e-08  5.5000e-01 
 9.1320e-08  1.2000e+00  9.1320e-08  5.5000e-01 
 9.1420e-08  1.2000e+00  9.1420e-08  5.5000e-01 
 9.1520e-08  1.2000e+00  9.1520e-08  5.5000e-01 
 9.1620e-08  1.2000e+00  9.1620e-08  5.5000e-01 
 9.1720e-08  1.2000e+00  9.1720e-08  5.5000e-01 
 9.1820e-08  1.2000e+00  9.1820e-08  5.5000e-01 
 9.1920e-08  1.2000e+00  9.1920e-08  5.5000e-01 
 9.2020e-08  1.2000e+00  9.2020e-08  5.5000e-01 
 9.2120e-08  1.2000e+00  9.2120e-08  5.5000e-01 
 9.2220e-08  1.2000e+00  9.2220e-08  5.5000e-01 
 9.2320e-08  1.2000e+00  9.2320e-08  5.5000e-01 
 9.2420e-08  1.2000e+00  9.2420e-08  5.5000e-01 
 9.2520e-08  1.2000e+00  9.2520e-08  5.5000e-01 
 9.2620e-08  1.2000e+00  9.2620e-08  5.5000e-01 
 9.2720e-08  1.2000e+00  9.2720e-08  5.5000e-01 
 9.2820e-08  1.2000e+00  9.2820e-08  5.5000e-01 
 9.2920e-08  1.2000e+00  9.2920e-08  5.5000e-01 
 9.3020e-08  1.2000e+00  9.3020e-08  5.5000e-01 
 9.3120e-08  1.2000e+00  9.3120e-08  5.5000e-01 
 9.3220e-08  1.2000e+00  9.3220e-08  5.5000e-01 
 9.3320e-08  1.2000e+00  9.3320e-08  5.5000e-01 
 9.3420e-08  1.2000e+00  9.3420e-08  5.5000e-01 
 9.3520e-08  1.2000e+00  9.3520e-08  5.5000e-01 
 9.3620e-08  1.2000e+00  9.3620e-08  5.5000e-01 
 9.3720e-08  1.2000e+00  9.3720e-08  5.5000e-01 
 9.3820e-08  1.2000e+00  9.3820e-08  5.5000e-01 
 9.3920e-08  1.2000e+00  9.3920e-08  5.5000e-01 
 9.4020e-08  1.2000e+00  9.4020e-08  5.5000e-01 
 9.4120e-08  1.2000e+00  9.4120e-08  5.5000e-01 
 9.4220e-08  1.2000e+00  9.4220e-08  5.5000e-01 
 9.4320e-08  1.2000e+00  9.4320e-08  5.5000e-01 
 9.4420e-08  1.2000e+00  9.4420e-08  5.5000e-01 
 9.4520e-08  1.2000e+00  9.4520e-08  5.5000e-01 
 9.4620e-08  1.2000e+00  9.4620e-08  5.5000e-01 
 9.4720e-08  1.2000e+00  9.4720e-08  5.5000e-01 
 9.4820e-08  1.2000e+00  9.4820e-08  5.5000e-01 
 9.4920e-08  1.2000e+00  9.4920e-08  5.5000e-01 
 9.5020e-08  1.2000e+00  9.5020e-08  5.5000e-01 
 9.5120e-08  1.2000e+00  9.5120e-08  5.5000e-01 
 9.5220e-08  1.2000e+00  9.5220e-08  5.5000e-01 
 9.5320e-08  1.2000e+00  9.5320e-08  5.5000e-01 
 9.5420e-08  1.2000e+00  9.5420e-08  5.5000e-01 
 9.5520e-08  1.2000e+00  9.5520e-08  5.5000e-01 
 9.5620e-08  1.2000e+00  9.5620e-08  5.5000e-01 
 9.5720e-08  1.2000e+00  9.5720e-08  5.5000e-01 
 9.5820e-08  1.2000e+00  9.5820e-08  5.5000e-01 
 9.5920e-08  1.2000e+00  9.5920e-08  5.5000e-01 
 9.6020e-08  1.2000e+00  9.6020e-08  5.5000e-01 
 9.6120e-08  1.2000e+00  9.6120e-08  5.5000e-01 
 9.6220e-08  1.2000e+00  9.6220e-08  5.5000e-01 
 9.6320e-08  1.2000e+00  9.6320e-08  5.5000e-01 
 9.6420e-08  1.2000e+00  9.6420e-08  5.5000e-01 
 9.6520e-08  1.2000e+00  9.6520e-08  5.5000e-01 
 9.6620e-08  1.2000e+00  9.6620e-08  5.5000e-01 
 9.6720e-08  1.2000e+00  9.6720e-08  5.5000e-01 
 9.6820e-08  1.2000e+00  9.6820e-08  5.5000e-01 
 9.6920e-08  1.2000e+00  9.6920e-08  5.5000e-01 
 9.7020e-08  1.2000e+00  9.7020e-08  5.5000e-01 
 9.7120e-08  1.2000e+00  9.7120e-08  5.5000e-01 
 9.7220e-08  1.2000e+00  9.7220e-08  5.5000e-01 
 9.7320e-08  1.2000e+00  9.7320e-08  5.5000e-01 
 9.7420e-08  1.2000e+00  9.7420e-08  5.5000e-01 
 9.7520e-08  1.2000e+00  9.7520e-08  5.5000e-01 
 9.7620e-08  1.2000e+00  9.7620e-08  5.5000e-01 
 9.7720e-08  1.2000e+00  9.7720e-08  5.5000e-01 
 9.7820e-08  1.2000e+00  9.7820e-08  5.5000e-01 
 9.7920e-08  1.2000e+00  9.7920e-08  5.5000e-01 
 9.8020e-08  1.2000e+00  9.8020e-08  5.5000e-01 
 9.8120e-08  1.2000e+00  9.8120e-08  5.5000e-01 
 9.8220e-08  1.2000e+00  9.8220e-08  5.5000e-01 
 9.8320e-08  1.2000e+00  9.8320e-08  5.5000e-01 
 9.8420e-08  1.2000e+00  9.8420e-08  5.5000e-01 
 9.8520e-08  1.2000e+00  9.8520e-08  5.5000e-01 
 9.8620e-08  1.2000e+00  9.8620e-08  5.5000e-01 
 9.8720e-08  1.2000e+00  9.8720e-08  5.5000e-01 
 9.8820e-08  1.2000e+00  9.8820e-08  5.5000e-01 
 9.8920e-08  1.2000e+00  9.8920e-08  5.5000e-01 
 9.9020e-08  1.2000e+00  9.9020e-08  5.5000e-01 
 9.9120e-08  1.2000e+00  9.9120e-08  5.5000e-01 
 9.9220e-08  1.2000e+00  9.9220e-08  5.5000e-01 
 9.9320e-08  1.2000e+00  9.9320e-08  5.5000e-01 
 9.9420e-08  1.2000e+00  9.9420e-08  5.5000e-01 
 9.9520e-08  1.2000e+00  9.9520e-08  5.5000e-01 
 9.9620e-08  1.2000e+00  9.9620e-08  5.5000e-01 
 9.9720e-08  1.2000e+00  9.9720e-08  5.5000e-01 
 9.9820e-08  1.2000e+00  9.9820e-08  5.5000e-01 
 9.9920e-08  1.2000e+00  9.9920e-08  5.5000e-01 
 1.0000e-07  1.2000e+00  1.0000e-07  5.5000e-01 
